554| There is N0 cup of oil in Scarlett 's measuring cup . If Scarlett adds N1 cup less , how much oil will be in the measuring cup ?|Answer: N0 - N1
555| Jason has N0 blue and N1 red marbles . Tom has N2 blue marbles . How many more blue marbles does Jason have than Tom ?|Answer: N0 - N2
556| There were N0 friends playing a video game online when N1 more players joined the game . If each player had N2 lives , how many lives did the new players have?|Answer: N2 * N1
557| There are N0 rulers in the drawer . Tim took N1 rulers from the drawer . How many rulers did Tim take ?|Answer: N1 + N1
558| Joan purchased a basketball game for $ N0 , and a racing game for $ N1 . How much more did Joan spend on the basketball game than the racing game ?|Answer: N0 - N1
559| Mike worked N0 hours , each day , for N1 days . How many days did he work in total ?|Answer: N1 / N0
560| Paula 's aunt gave her $ N0 to spend on clothes at the mall . She bought N1 shirts that cost $ N2 each and a pair of pants that cost $ N3 . How much money does Paula need to spend to buy more clothes ?|Answer: ( N1 * N2 ) + N3
561| There school 's baseball team had N0 new players and N1 returning players . If the coach put them into groups with N2 players in each group , how many total players are there ?|Answer: N0 + N1
562| Connie has N0 marbles . Juan has N1 more marbles than Connie . How many more marbles does Juan have than Connie ?|Answer: N1
563| Sandy grew N0 carrots . Sam grew N1 carrots . How many more carrots did Sandy grow than Sam ?|Answer: N0 - N1
564| There are N0 students trying out for the school 's trivia teams . If N1 of them did n't get picked for the team and the rest were put into N2 groups , how many students did not get picked for the team?|Answer: N1
565| Paige 's team won their dodgeball game and scored N0 points total . If Paige scored N1 of the points and everyone else scored N2 points each , how many points did everyone else score in total?|Answer: ( N0 - N1 ) * N2
566| To fill an order , the factory dyed N0 yards of silk green and N1 yards pink . How many more yards of green silk did it dye than pink silk ?|Answer: N0 - N1
567| Bobby collects N0 blocks . Bobby 's father gives Bobby N1 more . How many blocks does Bobby's father give Bobby?|Answer: N1
568| A pet store had N0 puppies . In one day they sold N1 of them and put the rest into cages with N2 in each cage . How many puppies were in the cages ?|Answer: ( N0 - N1 ) * N2
569| Bobby has N0 books . Kristi has N1 books . How many total books do they have ?|Answer: N0 + N1
570| Eric has N0 erasers . If he shares them among N1 friends , how many erasers will be left over ?|Answer: N0 % N1
571| Haley and her friends were recycling paper for their class . For every N0 pounds they recycled they earned one point . If Haley recycled N1 pounds and her friends recycled N2 pounds , how much more did they recycle than earn in points ?|Answer: ( N1 + N2 ) - N0
572| Joan bought toy cars for $ N0 , a skateboard for $ N1 , and got toy trucks for $ N2 . She spent $ N3 on pants . In total , how much more did Joan spend on toys than on pants ?|Answer: ( N0 + N1 ) + N2 - N3
573| Haley baked N0 cupcakes for her school 's bake sale . If her brother , Todd , ate N1 of them how many cupcakes are left for the sale ?|Answer: N0 - N1
574| Sue ¡¯ s mother made N0 cookies . She put the cookies in bags , with N1 cookies in each bag . How many leftover cookies are there ?|Answer: N0 % N1
575| Benny picked N0 apples and Dan picked N1 apples from the apple tree . How many more apples did Benny pick than Dan ?|Answer: N0 - N1
576| There school 's baseball team had N0 new players and N1 returning players . If the coach put them into groups with N2 players in each group , how many players would be left over ?|Answer: ( N0 + N1 ) % N2
577| Mika had N0 stickers . She bought N1 stickers from a store in the mall and got N2 stickers for her birthday . Then Mika gave N3 of the stickers to her sister and used N4 to decorate a greeting card . How many stickers did Mika have at first ?|Answer: ( ( N0 + N1 ) + N2 ) + N3 + N4
578| Beka flew N0 miles to visit her aunt . Jackson flew N1 miles to visit his aunt . How many miles did they fly in total ? |Answer: N0 + N1
579| Each chocolate bar in a box cost $ N0 . If a box had N1 bars total and Rachel sold all but N2 bars , how many bars did she sell ?|Answer: N1 - N2
580| Kaleb had N0 pieces of clothing to wash . He put N1 of them in one load , but decided to split the rest into N2 equal loads . How many pieces of clothing does he have left after putting one load in the washing machine ?|Answer: N0 - N1
581| It took Katherine N0 hours to run to Louis 's house at N1 miles per hour . How much time did it take Katherine to run to Louis's house?|Answer: N0 * 60
582| George had N0 socks . If he threw away N1 old ones that did n't fit and bought N2 new ones , how many more new socks did he have than old socks ?|Answer: N2 - N1
583| One stamp costs N0 cents . If the cost of each stamp remains the same , how much money would N1 stamps be worth ?|Answer: N0 * N1 / 100
584| Norma has N0 cards . She wins N1 . How many cards will Norma have ?|Answer: N0 + N1
585| Debby had N0 coloring books . If she gave away N1 of them , but then bought N2 more , how many did she have left?|Answer: N0 - N1 + N2
586| For Halloween Emily received N0 pieces of candy . She ate N1 pieces then placed the rest into piles with N2 in each pile . How many pieces of candy did she end up with ?|Answer: ( N0 - N1 ) + N2
587| William has N0 bottle caps . He buys N1 more . How many times more bottle caps does William have than he had before ?|Answer: N1 / N0
588| Tom had to wash N0 short sleeve shirts and N1 long sleeve shirts before school . If he had only washed N2 of them by the time school started , how many more short sleeve shirts did he wash than long sleeve shirts ?|Answer: N2 - N1
589| There are N0 students trying out for the school 's trivia teams . If N1 of them did n't get picked for the team and the rest were put into N2 groups , how many groups would there be ?|Answer: ( N0 - N1 ) / N2 + N1
590| Robin 's class is going on a field trip to the zoo . If each van can hold N0 people and there are N1 students and N2 adults going , how many people can they fit in total ?|Answer: N0 * ( N1 + N2 )
591| The Silvergrove Public Library used a grant to purchase N0 books . Now the library has a total of N1 books . How many books did the grant provide for the library ?|Answer: N0
592| A pet supply store has N0 bags of dog food and N1 bags of cat food . How many bags of food are there in total ?|Answer: N0 + N1
593| A worksheet had N0 problems on it . If a teacher had N1 worksheets to grade and had already graded N2 of them , how many worksheets does she have left to grade ?|Answer: N1 - N2
594| In fourth grade there were N0 students at the start of the year . During the year N1 students left and N2 new students came to school . How many students entered the fourth grade during the year ?|Answer: N2 - N1
595| A pet store had N0 puppies . In one day they sold N1 of them and put the rest into cages with N2 in each cage . How many puppies did they put in cages ?|Answer: ( N0 - N1 ) * N2
596| Fred found N0 seashells on the beach , he gave Jessica N1 of the seashells . How many more seashells did he have before he gave some to Jessica ?|Answer: N0 + N1
597| Mrs. Hilt uses N0 ounces of detergent to wash a pound of clothes . How many ounces of soap will she use to wash N1 pounds of clothes and N2 additional ounces for extra cleaning?|Answer: N0 * N1 + N2
598| Tom was at the beach for N0 days and found N1 seashells every day . How many more seashells did Tom find on the last day than on the first day ?|Answer: N1 - N1
599| Sam was collecting cans for recycling . On Saturday he filled N0 bags up and on Sunday he filled N1 more bags . If each bag had N2 cans in it , how many more cans did he pick up on Sunday than on Saturday ?|Answer: N2 * N1
600| Mark sprinted N0 miles at N1 miles per hour . How far did Mark run in N2 hours ?|Answer: N1 * N2
601| Tim has N0 books . Mike has N1 books . How many more books does Tim have than Mike ?|Answer: N0 - N1
602| Clarence has N0 oranges . He gets N1 more from Joyce . Later , Clarence buys N2 Skittles at the store . How many more oranges than Skittles does Clarence have?|Answer: N0 + N1 - N2
603| Students at Arcadia schools are participating in a coat drive . N0 coats have been collected so far . N1 coats were collected from the high schools , and the rest from the elementary schools . How many more coats were collected at the high schools than the elementary schools ?|Answer: N1 - N0
604| Oliver had N0 dollars in January . By March he had spent N1 dollars . If he got another N2 dollars from his mom , how much money did he have in January?|Answer: N0 - N2 + N1
605| Faye was selling her necklaces at a garage sale . She sold N0 bead necklaces and N1 gem stone necklaces . If each necklace cost N2 dollars , how much more money did she make from the gem stone necklaces than the bead necklaces ?|Answer: N1 * N1 - N0 * N2
606| Paul was collecting cans for recycling . On Saturday he filled N0 bags up and on Sunday he filled N1 more bags . If each bag had N2 cans in it , how many more cans did he pick up on Sunday than Saturday ?|Answer: N2 * N1
607| The cafeteria had N0 apples . For lunch they handed out N1 to students and decided to use the rest to make pies . If each pie takes N2 apples , how many apples are left after they make the pies ? |Answer: ( N0 - N1 ) % N2
608| Zoe had N0 bottles of water in her fridge . If she drank N1 of them and then bought N2 more , how many more bottles does she have than before?|Answer: N2 - N1
609| Carolyn starts with N0 marbles and N1 oranges . She shares N2 with Diana . How many items does Carolyn end with ?|Answer: N0 + N1 - N2
610| N0 evening , a restaurant served a total of N1 loaf of wheat bread and N2 loaf of white bread . How many more loaves of wheat bread than loaves of white bread were served ?|Answer: N1 - N2
611| Janet was playing a video game and had N0 lives . In a hard part of the game she lost N1 lives . If she got N2 more lives during the game , how many lives did she start with ?|Answer: ( N0 + N2 ) + N1
612| On a hot day , Sam poured N0 bucket of water into a plastic wading pool . A few minutes later he added another N1 buckets . How much more water did he add later than initially ?|Answer: N1 - N0
613| Clarence has N0 tickets . He gives N1 to Eugene and N2 to Sam . How many tickets will Clarence have ?|Answer: N0 - N1 - N2
614| Paige had N0 songs on her mp3 player . If she deleted N1 old songs from it and then added N2 new songs , how many more songs does she have on her mp3 player than before ?|Answer: N2 - N1
615| A waiter had N0 tables he was waiting on , with N1 women and N2 men at each table . How many more women than men did the waiter have ?|Answer: N0 * ( N1 - N2 )
616| Gloria has N0 pencils . Lisa has N1 pencils . If Gloria gives half of her pencils to Lisa , how many pencils will Lisa have ?|Answer: N1 + N0 / 2
617| A recipe calls for N0 cup of diced green pepper . Give the number of cups of diced green pepper that should be used to make N1 servings of this recipe .|Answer: N0 * N1 / N1
618| Omar and Karen made egg rolls to share at the school potluck . Omar rolled N0 egg rolls . Karen rolled N1 egg rolls . What is the difference between the number of egg rolls Omar rolled and the number of egg rolls Karen rolled ? |Answer: N0 - N1
619| Tom and his friend were buying trick decks from the magic shop for N0 dollars each . How much did they save if Tom bought N1 decks and his friend bought N2 decks ?|Answer: N0 * ( N1 + N2 ) - ( N1 * N0 + N2 * N0 )
620| A restaurant served N0 pizzas during lunch and N1 during dinner today . How many more pizzas were served at lunch than at dinner?|Answer: N0 - N1
621| Frank was collecting cans for recycling . On Saturday he filled N0 bags up and on Sunday he filled N1 more bags . If each bag had N2 cans in it , how many more cans did he pick up on Sunday than on Saturday ?|Answer: N1 * N2
622| A teacher had N0 worksheets to grade . If she had graded N1 , how many worksheets would she have left to grade ?|Answer: N0 - N1
623| A perfect score is N0 points . How many points would you have after N1 perfect games in a row and N2 bonus points?|Answer: N0 * N1 + N2
624| David has N0 boxes of stuffed toy dogs . Each box has N1 dogs in it . How many boxes are there in all ?|Answer: N1 / N0
625| Joan purchased a basketball game for $ N0 , and a racing game for $ N1 . How much more did Joan spend on the basketball game than the racing game?|Answer: N0 - N1
626| Tom had N0 pennies and N1 dimes in his bank . His dad gave him N2 dimes and N3 nickels . How many coins does he have now ?|Answer: N0 + N1 + N2 + N3
627| Ned had N0 video games but N1 of them were n't working . If he wanted to sell all of them for $ N2 each , how much money could he lose ?|Answer: N2 * N1
628| Carla has some marbles . She bought N0 marbles . Now she has N1 marbles . How many marbles does she have now ?|Answer: N1
629| If books came from all the N0 continents that Bryan had been into and he collected N1 books per continent , how many more books does he have from all N2 continents combined than from the continent he visited first ?|Answer: ( N0 - 1 ) * N1
630| There were N0 geese and N1 ducks in the marsh . How many more geese than ducks were there in the marsh ?|Answer: N0 - N1
631| Adam has $ N0 to buy an airplane that costs $ N1 . How much more does he need to buy the airplane ?|Answer: N1 - N0
632| A magician was selling magic card decks for N0 dollars each . If he started with N1 decks and by the end of the day he had N2 left , how many decks did he sell ?|Answer: N1 - N2
633| If N0 of N1 pets are cats . How many are not cats ?|Answer: (N1 - N0) * N1
634| Diana has N0 erasers . If she shares them among N1 friends , how many erasers are left over ?|Answer: N0 % N1
635| Angela has N0 tickets . Annie gives Angela N1 more . How many more tickets does Angela have than before ?|Answer: N1
636| Debby bought two coloring books . One had N0 pictures and the other had N1 . After one week she had already colored N2 of the pictures . How many more pictures does the second coloring book have than the first ? |Answer: N1 - N0
637| Connie has N0 marbles . Juan has N1 fewer marbles than Connie . How many marbles does Juan have ?|Answer: N0 - N1
638| Each chocolate bar in a box cost $ N0 . If a box had N1 bars total and Wendy sold all but N2 bars , how much money did she have left ? |Answer: N0 * N2
639| N0 students are going to the zoo . They have to be divided into groups so that each teacher has one group . There are N1 teachers . How many groups will there be in total ?|Answer: N1 * N0
640| On Saturday , Sara spent $ N0 each on N1 tickets to a movie theater . Sara also rented a movie for $ N2 , and bought a movie for $ N3 . How much more money did Sara spend on tickets than on rentals ?|Answer: N0 * N1 - N2
641| Sandy went to the mall to buy clothes . She spent $ N0 on shorts , $ N1 on a shirt , and $ N2 on a jacket . How much money does she still have ?|Answer: N0 + N1 + N2
642| William has N0 bottle caps . He buys N1 more . How many more bottle caps does William have now than he originally had ?|Answer: N1 - N0
643| Rose has N0 apples and N1 erasers . If she shares the apples among N2 friends , how many erasers does each friend get ?|Answer: N1 / N2
644| Lizette has N0 stamps . Lizette has N1 more stamps than Minerva . How many stamps do they have altogether?|Answer: N0 + N1
645| A waiter had N0 customers to wait on . If N1 customers left and he got another N2 customers , how many customers did he start with ? |Answer: N0 + N1
646| Kathleen went to the store N0 times last month . She buys N1 bottle caps each time she goes to the store . How many bottle caps did Kathleen have left at the end of the month?|Answer: N1 * N0 - N1
647| Eve ran N0 mile and walked N1 mile . How many total miles did Eve run and walk?|Answer: N0 + N1
648| Fred has N0 baseball cards . Keith bought N1 of Fred 's baseball cards . How many baseball cards did Keith buy ?|Answer: N1
649| While on vacation , Nancy took N0 pictures at the zoo and N1 at the museum . If she later deleted N2 of the pictures , how many pictures from the zoo does she still have ?|Answer: N0 - N2
650| Kendra made punch for her friend 's birthday party . She used N0 gallon of grape juice , N1 gallon of cranberry juice , and N2 gallon of club soda . How many more gallons of grape juice than cranberry juice did Kendra use ?|Answer: N0 - N1
651| Isabella ¡¯ s hair is N0 inches long . By the end of the year her hair is N1 inches long . How much longer is her hair now than at the beginning of the year?|Answer: N1 - N0
652| Katie uploaded N0 pictures from her phone and N1 from her camera to facebook . If she sorted the pics into N2 different albums with the same amount of pics in each album , how many total pictures did she upload?|Answer: N0 + N1
653| There are N0 pencils and N1 crayons in the drawer . Joan placed N2 pencils in the drawer . How many more crayons than pencils are now there in total ?|Answer: N1 - N2
654| There are N0 maple trees and N1 popular trees currently in the park . Park workers will plant N2 maple trees today . How many more maple trees than popular trees will the park have when the workers are finished ?|Answer: N0 + N2 - N1
655| On N0 consecutive passes , a football team gain N1 yards , loses N2 yards , gains N3 yards . How many yards did the team gain in total ?|Answer: N1 + N3
656| Mary had N0 nickels in her bank . Her dad gave her N1 more nickels . How much money does Mary have now in dollars ?|Answer: (N0 + N1) / 20
657| Tim has N0 books . Sam has N1 books . How many more books does Tim have than Sam ?|Answer: N0 - N1
658| Martha is inviting N0 friends to a party . She has N1 cookies . How many cookies are left after each friend gets a cookie ?|Answer: N1 - ( N0 * N1 / N0 )
659| Mrs. Hilt measured the distance from her desk to the water fountain . It was N0 feet . How many total feet will Mrs. Hilt walk if she goes to the water fountain N1 times today ?|Answer: N0 * N1 + N1
660| At a restaurant each adult meal costs $ N0 and kids eat free . If a group of N1 people came in and N2 were kids , how much more money would it cost if they were all adults ? |Answer: N0 * N2
661| Faye had N0 coloring books . If she gave away N1 of them , but then bought N2 more , how many more books does she have than before she gave away books ?|Answer: N2 - N1
662| N0 cell phone plan costs N1 dollars per month . The first N2 minutes of use are free . Each minute thereafter costs N3 dollars . For a bill of N4 dollars , how many minutes in total was the cell phone in use ?|Answer: N4 / N3 + N2
663| If Heather bicycled N0 kilometers at N1 kilometers per hour , how many kilometers did Heather bicycled in total ?|Answer: N0 * N1
664| Eugene has N0 pencils . He gives away N1 pencils . How many pencils does Eugene have left ?|Answer: N0 - N1
665| James had N0 stickers . He got some more stickers for his birthday . Then he had N1 stickers . How many total stickers does James have now?|Answer: N1 + N0
666| There are N0 boys and some girls on the playground . There are N1 children altogether . How many more boys than girls are on the playground ?|Answer: N0 - ( N1 - N0 )
667| There are N0 crayons in the drawer . Benny placed N1 crayons in the drawer . How many more crayons are now there than before ?|Answer: N1
668| Dan joined his school 's band . He bought a clarinet for $ N0 , and a song book which was $ N1 . Dan found $ N2 in his pocket . How much did Dan have left in his pocket after the purchase ?|Answer: N2 - ( N0 + N1 )
669| Ryan has N0 marbles and N1 blocks . If he shares the marbles among N2 friends , how many items does each friend get ?|Answer: N0 + N1 / N2
670| Fred had N0 dimes in his bank . His sister borrowed N1 of his dimes . How many dimes does Fred's sister owe Fred now ?|Answer: N1
671| Sally had N0 quarters in her bank . She earned N1 more quarters . How many quarters does she have now ? |Answer: N0 + N1
672| Mrs. Sheridan has N0 cats . How many cats does Mrs. Sheridan have in total?|Answer: N0 + N0
673| Mrs. Hilt needs to share $ N0 equally among N1 total people . How much money is left over after everyone gets their share ?|Answer: N1 * ( N0 / N1 ) - N0
674| Martha starts with N0 cards . She gets N1 more from Emily. How many more cards does Martha have than she had originally ?|Answer: N1
675| John had N0 socks . If he threw away N1 old ones that did n't fit and bought N2 new ones , how many socks did he throw away ?|Answer: N1
676| Last year , egg producers in Douglas County produced N0 eggs . This year , those same farms produced N1 eggs . What is the total number of eggs produced by the farms over the two year period ?|Answer: N1 + N0
677| Mark has N0 trees in his backyard . If he plants N1 more , how many trees more than he had before will he have ?|Answer: N1 + N1
678| Roger had N0 books . If he sold N1 of them and used the money he earned to buy N2 new books , how much money did he spend on new books ?|Answer: N1 * N2
679| The total number of students absent from B. Jones High School on a Monday after a significant snow fall was N0 . The total attendance that day was N1 . How many students , in total , were present at B. Jones High School? |Answer: N1 - N0
680| Connie has N0 red markers and N1 blue markers . How many more red markers than blue markers does she have ?|Answer: N0 - N1
681| Molly owns the Wafting Pie Company . This morning , her employees used N0 eggs to bake pumpkin pies . If her employees used a total of N1 eggs today , how many eggs were used in total for baking pumpkin pies ?|Answer: N0 + N1
682| Ellen went to a garage sale to buy chairs . Each chair is N0 dollars . How much money did Ellen save by buying N1 chairs ?|Answer: N1 * N0 - N1
683| Tom had N0 dollars . If he spent N1 bucks on a new game , how much money did he have left to buy toys ?|Answer: N0 - N1
684| Rachel was organizing her book case making sure each of the shelves had exactly N0 books on it . If she had N1 shelves of mystery books and N2 shelves of picture books , how many shelves did she have total ?|Answer: N1 + N2
685| While playing a trivia game , George answered N0 questions correct in the first half and N1 questions correct in the second half . If each question was worth N2 points , what was his score in the second half?|Answer: N2 * N1
686| The school cafeteria ordered N0 red apples and N1 green apples for students lunches . But , if only N2 students wanted fruit , how many fewer apples were ordered than students who wanted fruit ?|Answer: N2 - ( N0 + N1 )
687| Haley 's favorite band was holding a concert where tickets were N0 dollars each . Haley bought N1 tickets for herself and her friends and N2 extra tickets in case anyone else wanted to go . How many tickets did she buy in total ?|Answer: N1 + N2
688| White t - shirts can be purchased in packages of N0 . If Mom buys N1 packages , how much money will Mom spend to buy all the t-shirts ? |Answer: N0 * N1 * price of 1 t-shirt
689| She counted her crayons and found out that she has N0 crayons which she will place in crayon boxes . Every box can contain N1 crayons . How many crayons will be left unused?|Answer: N0 % N1
690| Each bottle cap costs $ N0 . How much money will N1 bottle caps save ? |Answer: N1 * N0
691| Jason found N0 seashells and N1 starfish on the beach . He gave N2 of the seashells to Tim . How many items does Jason now have ?|Answer: N0 + N1 - N2
692| Roadster 's Paving Company used N0 tons of cement to pave Lexi 's street and N1 tons of cement to pave Tess 's street . How much more cement did Roadster 's Paving Company use to pave Lexi 's street than Tess 's street ?|Answer: N0 - N1
693| April 's discount flowers was having a sale where each flower was N0 dollars . If Maria bought N1 roses and N2 daisies , how much money would she still need to buy N3 tulips ?|Answer: N0 * N3
694| Oliver had N0 dollars . For his birthday he got N1 more dollars but spent N2 on a new game . How much money did he get for his birthday ?|Answer: N1 - N2
695| For the school bake sale Maria made N0 cupcakes . If she sold N1 of them and then made N2 more , how many cupcakes did she sell ?|Answer: N1 + N2
696| Robin uploaded N0 pictures from her phone and N1 from her camera to facebook . If she sorted the pics into N2 different albums with the same amount of pics in each album , how many pictures did she upload in total ?|Answer: N0 + N1
697| Sam had saved up N0 dollars . If he received another N1 dollars for his allowance , how many dollars does he have total ?|Answer: N0 + N1
698| Arthur baked N0 muffins . James baked N1 times as many . How many more muffins did James bake than Arthur ?|Answer: N0 * ( N1 - 1 )
699| There are N0 orchid bushes and N1 orange trees currently in the park . Park workers will plant N2 orchid bushes today . How many plants will the park have when the workers are finished ?|Answer: N0 + N1 + N2
700| Connie had some marbles . She gave N0 to Juan . Now she has N1 marbles left . How many more did she give to Juan than she has now?|Answer: N0 - N1
701| A vase can hold N0 flowers . If you had N1 carnations and N2 roses , how many more carnations than roses would you need to fill the vases ?|Answer: N1 - N2
702| For the school bake sale Chloe made N0 cupcakes . If she sold N1 of them and then made N2 more , how many cupcakes did she originally have ?|Answer: N1 + N2 - N0
703| Nicholas starts with N0 bottle caps . He gets N1 more from Catherine and N2 less from David. How many bottle caps does Nicholas end with ?|Answer: N0 + N1 - N2
704| Jovana had N0 pounds of shells in her bucket . She added some shells and now has N1 pounds of shells . How many pounds does she have in total ?|Answer: N1
705| Tim found N0 seashells and N1 starfish on the beach . He gave N2 of the seashells to Sara . How many more starfish than seashells does Tim now have ?|Answer: N1 - ( N0 - N2 )
706| Katie had N0 pages of math homework and N1 pages of reading homework . If each page had N2 problems on it , how many more problems did she have for math than for reading ?|Answer: N2 * ( N0 - N1 )
707| A restaurant made N0 hamburgers and N1 hot dogs to serve during lunch . Only N2 hamburgers were actually served . How many hot dogs were served ?|Answer: N1 - N2
708| Adam earned N0 dollars for each lawn he mowed . If he had N1 lawns to mow , but forgot to mow N2 of them , how much money would he have earned if he had mowed all the lawns ?|Answer: N0 * N1
709| A new building needed N0 windows . The builder had already installed N1 of them . If it takes N2 hours to install each window , how many windows will the builder still need to install ?|Answer: N0 - N1
710| Joan picked N0 apples from the orchard , and gave N1 apples to Melanie . How many apples did Joan pick from the orchard ?|Answer: N0 + N1
711| There are N0 stickers on a page . If you have N1 pages of stickers , how many more stickers do you have than pages ?|Answer: N0 * N1 - N1
712| Sarah has N0 bottle caps . She buys N1 and N2 more . How many bottle caps does Sarah have in all ?|Answer: N0 + N1 + N2
713| In a video game , each enemy defeated gives you N0 points . If a level has N1 enemies total and you destroy all but N2 of them , how many points would you have if you destroyed all the enemies ?|Answer: N0 * N1
714| At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was N0 foot tall and her sister 's was N1 foot tall . How many feet in total did the two sandcastles measure ?|Answer: N0 + N1
715| Cheryl starts with N0 Skittles . Kathryn gives Cheryl N1 more . How many Skittles does Cheryl have in total ?|Answer: N0 + N1 + N1
716| Keith has N0 books . Jason has N1 books . How many more books does Keith have than Jason ?|Answer: N0 - N1
717| Sam had to wash N0 short sleeve shirts and N1 long sleeve shirts before school . If he had only washed N2 of them by the time school started , how many more short sleeve shirts than long sleeve shirts did he wash ?|Answer: N2 - N1
718| There were N0 friends playing a video game online when N1 more players joined the game . If each player had N2 lives , how many lives did the new players have ?|Answer: N2 * N1
719| Albert ¡¯ s cabbage patch has N0 rows of cabbage . In each row , there are N1 heads of cabbage . How much more than N1 does Albert have in total ? |Answer: N0 * N1 - N1
720| There are N0 oranges in a box . Paula takes N1 oranges . What is the ratio of oranges left to oranges taken?|Answer: (N0 - N1) / N1
721| Kaleb bought N0 boxes of chocolate candy and gave N1 to his little brother . If each box has N2 pieces inside it , how many boxes did Kaleb still have ?|Answer: ( N0 - N1 ) / N2
722| The school cafeteria ordered N0 red apples and N1 green apples for students lunches . But , if only N2 students wanted fruit , how many fewer did the cafeteria end up with ?|Answer: N2 - ( N0 + N1 )
723| Kristi jogged for N0 of an hour , swam for N1 of an hour , and rode her bicycle for N2 of an hour . How much longer did she swim than ride her bicycle?|Answer: N1 - N2
724| A vase can hold N0 flowers . If you had N1 carnations and N2 roses , how many flowers are left after filling up N3 vases ?|Answer: N0 * N3 - ( N1 + N2 )
725| Stephanie went to the store N0 times last month . She buys N1 oranges each time she goes to the store . What is the total cost of the oranges Stephanie bought last month ?|Answer: N0 * N1 * N2, where N2 is the price of one orange.
726| Sara grew N0 onions , Sally grew N1 onions , and Fred grew N2 onions . How many more onions did Sara and Sally grow than Fred?|Answer: N0 + N1 - N2
727| Darius drove N0 miles to visit his grandmother . Julia drove N1 miles to visit her grandmother . How many more miles did Darius drive than Julia ?|Answer: N0 - N1
728| Bianca 's team won their dodgeball game and scored N0 points total . If Bianca scored N1 of the points and everyone else scored N2 points each , what is the total amount of points the other players scored ?|Answer: ( N0 - N1 ) * N2
729| Kate has N0 pennies . John has N1 pennies . How many pennies do they have in total ?|Answer: N1 + N0
730| Mary found N0 seashells and Jessica found N1 seashells on the beach . How many more seashells did Mary find than Jessica ?|Answer: N0 - N1
731| A restaurant served N0 cakes during lunch and N1 during dinner today . The restaurant served N2 cakes yesterday . How many more cakes were served today than yesterday ?|Answer: ( N0 + N1 ) - N2
732| Diane is a beekeeper . Last year , she harvested N0 pounds of honey . This year , she bought some new hives and increased her honey harvest by N1 pounds . How much did Diane's total honey harvest increase by this year ?|Answer: N1
733| There are N0 oak trees currently in the park . Park workers had to cut down N1 oak trees that were damaged . How many oak trees were cut down ?|Answer: N1 - N0
734| Benny picked N0 apples and Dan picked N1 apples from the apple tree . How many more apples did Benny pick than Dan ?|Answer: N0 - N1
735| Henry earned N0 dollars for each lawn he mowed . If he had N1 lawns to mow , but forgot to mow N2 of them , how much money did he lose ?|Answer: N0 * N2
736| At the arcade , Jerry won N0 tickets playing ' whack a mole ' and N1 tickets playing ' skee ball ' . If he spent N2 of his tickets on a hat , how many more tickets did Jerry win playing whack a mole than skee ball ?|Answer: N0 - N1
737| Bobby ate N0 pieces of candy. How many more pieces of candy than Bobby ate did he eat in all ?|Answer: N0 + N0
738| The school cafeteria had N0 apples . If they used N1 to make lunch for the students and then bought N2 more , how many apples did the cafeteria have after buying the new apples ?|Answer: N0 + N2
739| Marie starts with N0 erasers . She gains N1 . How many erasers does Marie end with ?|Answer: N0 + N1
740| While playing at the arcade , Frank won N0 tickets playing ' whack a mole ' and N1 tickets playing ' skee ball ' . If he was trying to buy candy that cost N2 tickets a piece , how many tickets does he have left ?|Answer: ( N0 + N1 ) - ( N2 * ( N0 + N1 ) )
741| N0 birds were sitting in a tree . Some more fly up to the tree . Then there were N1 birds in the tree . How many birds were there in the tree in total ?|Answer: N0 + N1
742| There were a total of N0 baseball games a month . The season is played for N1 months . How many more baseball games are in a season than in a month ?|Answer: N0 * ( N1 - 1 )
743| The next act involved several jugglers . If each juggler is juggling N0 balls at a time , how many more balls are needed if there are N1 jugglers putting a show at the same time than if there were only N2 jugglers ?|Answer: ( N0 * N1 ) - ( N0 * N2 )
744| Mrs. Hilt baked pies last weekend for a holiday dinner . She baked N0 pecan pies and N1 apples pies . If she wants to arrange all of the pies in rows of N2 pies each , how many pies will be left over ?|Answer: ( N0 + N1 ) % N2
745| Your class had a pizza party . N0 of a pizza was left over , and N1 of another pizza was left over . You put them both into one box . How much more pizza do you have than you started with ?|Answer: N0 + N1 - N0 - N1
746| Emily collected eggs from the hen and put them into N0 baskets . She put N1 eggs into each basket . How many baskets did Emily use in total ?|Answer: N0 + N1
747| Sandy grew N0 carrots and N1 turnips . Mary grew N2 carrots . How many more turnips than carrots did they grow in all ?|Answer: N1 - ( N0 + N2 )
748| Emily sprinted to Timothy 's house . It is N0 miles from Emily 's house to Timothy 's house . It took Emily N1 hours and N2 minutes to get there . How fast did Emily go ?|Answer: ( N0 / N1 ) + ( N2 / 60 )
749| Tiffany baked N0 brownies , but needed N1 total for her party . If she used N2 cups of flour on each one , how much more flour does she need in total compared to what she already used ?|Answer: ( N1 - N0 ) * N2
750| Lana 's favorite band was holding a concert where tickets were N0 dollars each . Lana bought N1 tickets for herself and her friends and N2 extra tickets in case anyone else wanted to go . How many tickets did she buy in total ? |Answer: N1 + N2
751| Rachel bought two coloring books . One had N0 pictures and the other had N1 . After one week she had already colored N2 of the pictures . How many pictures did she color in total?|Answer: N2 + N2
752| In March it rained N0 inches . It rained N1 inches less in April than in March . How much less did it rain in April than in March ?|Answer: N1
